,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[8],0.9375,0.9444,0.9373,0.8968
1,mean,-,0.9375,0.9444,0.9373,0.8968
2,std,-,nan,nan,nan,nan
