,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[5],0.9000,0.9000,0.9000,0.9800
1,mean,-,0.9000,0.9000,0.9000,0.9800
2,std,-,nan,nan,nan,nan
