,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[9],0.8750,0.8889,0.8750,1.0000
1,mean,-,0.8750,0.8889,0.8750,1.0000
2,std,-,nan,nan,nan,nan
