,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,['R1'],0.7500,0.5000,0.5333,0.6149
1,mean,-,0.7500,0.5000,0.5333,0.6149
2,std,-,nan,nan,nan,nan
