,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,['R1'],0.4167,0.4167,0.1471,0.0000
1,mean,-,0.4167,0.4167,0.1471,0.0000
2,std,-,nan,nan,nan,nan
