,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[205 210 212],0.8571,0.4800,0.4615,0.6933
1,mean,-,0.8571,0.4800,0.4615,0.6933
2,std,-,nan,nan,nan,nan
