,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[ 1 10],0.8889,0.8889,0.8875,0.8997
1,mean,-,0.8889,0.8889,0.8875,0.8997
2,std,-,nan,nan,nan,nan
