,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,['R1'],0.7500,0.7286,0.7333,0.6500
1,mean,-,0.7500,0.7286,0.7333,0.6500
2,std,-,nan,nan,nan,nan
