,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,['R1'],0.8333,0.8125,0.8125,0.4297
1,mean,-,0.8333,0.8125,0.8125,0.4297
2,std,-,nan,nan,nan,nan
