,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[202 204 212],0.9375,0.8571,0.8974,0.9857
1,mean,-,0.9375,0.8571,0.8974,0.9857
2,std,-,nan,nan,nan,nan
