,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[ 6  9 10 12 17 25 27 35 43 49],0.8389,0.8435,0.8447,0.9630
1,mean,-,0.8389,0.8435,0.8447,0.9630
2,std,-,nan,nan,nan,nan
