,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[204 206 213],0.7024,0.7642,0.7020,0.8262
1,mean,-,0.7024,0.7642,0.7020,0.8262
2,std,-,nan,nan,nan,nan
