,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[5],0.8000,0.8000,0.7980,0.9500
1,mean,-,0.8000,0.8000,0.7980,0.9500
2,std,-,nan,nan,nan,nan
