,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,4,[ 3  6 19 23 26 27 32 35 45 50],5.8877,0,5.8877
1,mean,-,5.8877,0.0000,5.8877
2,std,-,nan,nan,nan
