,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[9],0.6250,0.6250,0.6250,0.7344
1,mean,-,0.6250,0.6250,0.6250,0.7344
2,std,-,nan,nan,nan,nan
