,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,[204 206 213],0.7857,0.8182,0.7856,0.8758
1,mean,-,0.7857,0.8182,0.7856,0.8758
2,std,-,nan,nan,nan,nan
