,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,2,[ 6  9 10 12 17 25 27 35 43 49],3.6288,0,3.6288
1,mean,-,3.6288,0.0000,3.6288
2,std,-,nan,nan,nan
