,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[ 6  9 10 12 17 25 27 35 43 49],0.8583,0.8188,0.8218,0.4438
1,mean,-,0.8583,0.8188,0.8218,0.4438
2,std,-,nan,nan,nan,nan
