,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[204 206 213],0.7222,0.5000,0.5000,0.6389
1,mean,-,0.7222,0.5000,0.5000,0.6389
2,std,-,nan,nan,nan,nan
