,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[204 206 213],0.7738,0.8113,0.7735,0.8675
1,mean,-,0.7738,0.8113,0.7735,0.8675
2,std,-,nan,nan,nan,nan
