,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[9],0.5625,0.5625,0.5608,0.5234
1,mean,-,0.5625,0.5625,0.5608,0.5234
2,std,-,nan,nan,nan,nan
