,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[9],0.7500,0.7500,0.7333,0.7344
1,mean,-,0.7500,0.7500,0.7333,0.7344
2,std,-,nan,nan,nan,nan
