,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[ 3  6 19 23 26 27 32 35 45 50],0.8659,0.8125,0.8012,0.3321
1,mean,-,0.8659,0.8125,0.8012,0.3321
2,std,-,nan,nan,nan,nan
