,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,4,[ 6  9 10 12 17 25 27 35 43 49],5.1752,0,5.0526
1,mean,-,5.1752,0.0000,5.0526
2,std,-,nan,nan,nan
