,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[204 206 213],0.6944,0.6548,0.5765,0.7935
1,mean,-,0.6944,0.6548,0.5765,0.7935
2,std,-,nan,nan,nan,nan
