,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,['R1'],0.5000,0.5143,0.5000,0.6286
1,mean,-,0.5000,0.5143,0.5000,0.6286
2,std,-,nan,nan,nan,nan
